# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 11 07:04:14 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
5930,7296438,K00364.01,,CANDIDATE,CANDIDATE,,173.928513380,223.7546088,,,2.64000,,,,none,,,,,,,1,,,,,,,295.872310,42.881149,10.087
5931,7351237,K00879.01,,FALSE POSITIVE,FALSE POSITIVE,,25.643845130,177.4189200,,,5.05000,,,,none,,,,,,,1,,,,,,,287.991610,42.933769,15.832
5932,7436215,K00885.01,,FALSE POSITIVE,FALSE POSITIVE,,25.585467210,177.0774500,,,2.28000,,,,none,,,,,,,1,,,,,,,289.118680,43.077389,15.161
5933,9763754,K00589.01,,FALSE POSITIVE,FALSE POSITIVE,,17.477020000,186.5568000,0,0.0012,54.52000,1.3830e+02,0.010841,0.00102,MCMC,0.93,0.1247,89.95,676.0,49.24,2.90,1,,,,6116.00,4.579,0.7820,288.649600,46.597752,14.547
5934,10216045,K00594.01,,FALSE POSITIVE,FALSE POSITIVE,,16.889546930,183.1555700,,,3.41000,,,,none,,,,,,,1,,,,,,,294.987880,47.219860,14.736
5935,8846163,K00962.01,,FALSE POSITIVE,FALSE POSITIVE,,26.778913910,186.2096300,,,3.12000,,,,none,,,,,,,1,,,,,,,300.460630,45.013840,14.005
5936,12366681,K00973.01,,FALSE POSITIVE,FALSE POSITIVE,,13.333869850,263.7893200,,,6.51000,,,,none,,,,,,,1,,,,,,,296.086090,51.127041,9.563
5937,1996399,K01026.01,,FALSE POSITIVE,FALSE POSITIVE,,94.106281630,184.9905063,,,17.21000,,,,none,,,,,,,1,,,,,,,286.408330,37.426762,14.748
5938,2697169,K01027.01,,FALSE POSITIVE,FALSE POSITIVE,,14.712664080,366.0230900,,,4.21000,,,,none,,,,,,,1,,,,,,,287.202150,37.948250,15.557
5939,8435247,K01131.01,,FALSE POSITIVE,FALSE POSITIVE,0.9740,0.696125302,354.7670680,0,1.2190,2.00540,1.4966e+04,0.386422,0.39891,LS+MCMC,28.44,0.0133,55.84,1645.0,1739.43,177.20,1,1627,1,q1_q17_dr25_tce,5245.00,4.594,0.6740,293.539000,44.494919,15.464
5940,8332986,K01137.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,302.388678220,309.1867500,0,1.1340,3.12290,4.1320e+04,0.435247,57.09988,LS+MCMC,40.73,0.8341,89.90,238.0,0.76,294.80,1,5,1,q1_q17_dr25_tce,5328.00,4.499,0.8570,301.709230,44.281792,14.041
5941,9425139,K01411.01,,CANDIDATE,CANDIDATE,0.9950,305.076246900,294.0679400,0,0.6950,6.25500,4.0428e+03,0.061965,5.44843,LS+MCMC,7.82,0.9117,89.87,284.0,1.53,113.40,1,5,1,q1_q17_dr25_tce,5716.00,4.348,1.1550,298.995090,45.909512,13.377
5942,6364327,K01744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.243725040,132.7225000,0,1.2010,17.13600,2.3440e+02,0.215542,0.00145,LS+MCMC,20.41,0.0543,20.48,1017.0,253.25,51.60,1,222,1,q1_q17_dr25_tce,5772.00,4.452,0.8670,291.916020,41.747410,14.579
5943,6762829,K01740.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,18.795269797,138.6686066,0,0.2010,9.98160,2.8241e+04,0.153076,0.23390,LS+MCMC,30.77,0.1403,89.29,899.0,154.05,3596.60,1,74,1,q1_q17_dr25_tce,5623.00,3.925,1.8410,286.830350,42.279202,13.941
5944,7369865,K01918.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,42.262593500,152.3126900,0,0.9620,4.46500,6.9220e+02,0.032285,0.21100,LS+MCMC,12.62,0.2813,87.97,855.0,126.27,40.70,1,34,1,q1_q17_dr25_tce,5432.00,3.550,3.5810,293.936890,42.961559,13.754
5945,7593110,K01748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0040,3.549386251,134.2471740,0,0.8180,2.43420,5.0664e+04,0.247971,1.75919,LS+MCMC,24.15,0.0441,85.55,1142.0,402.76,108.20,1,317,1,q1_q17_dr25_tce,5759.00,4.495,0.8920,286.425990,43.264278,15.895
5946,7810483,K01943.01,Kepler-1676 b,CONFIRMED,CANDIDATE,0.9940,29.922081040,146.0080700,0,0.3800,2.77160,3.4530e+02,0.017282,9.96221,LS+MCMC,3.09,0.1954,89.72,782.0,88.52,37.60,1,44,1,q1_q17_dr25_tce,6127.00,4.055,1.6370,287.236760,43.567211,13.377
5947,7117147,K07815.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566812588,131.7971900,0,0.0790,3.59600,1.7100e+01,0.003804,0.14743,LS+MCMC,0.71,0.0134,86.68,3089.0,21653.56,17.50,1,2368,1,q1_q17_dr25_tce,6194.00,3.971,1.7180,291.590700,42.669891,12.756
5948,6634133,K02262.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.942218730,133.8496100,0,1.1710,2.45300,4.8650e+02,0.196178,0.08771,LS+MCMC,19.64,0.0852,81.27,754.0,76.56,12.60,1,134,1,q1_q17_dr25_tce,5213.00,4.434,0.9170,298.645050,42.089851,14.129
5949,7021534,K02267.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.065573170,135.1500900,0,0.4320,1.62080,2.4340e+02,0.014610,13.89039,LS+MCMC,1.46,0.0849,89.37,880.0,141.90,24.90,1,147,1,q1_q17_dr25_tce,6075.00,4.510,0.9160,287.791380,42.574108,14.005
5950,9277210,K02268.01,,FALSE POSITIVE,FALSE POSITIVE,,4.943282700,132.8581000,0,0.5719,40.01000,2.7100e+01,0.004963,0.00105,MCMC,1.21,0.0646,59.01,1739.0,2161.95,12.90,1,,,,6701.00,3.907,2.2360,290.306460,45.750931,11.833
5951,9728465,K02270.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.353908690,132.0182900,0,0.3750,2.06100,9.2900e+01,0.008993,5.83141,LS+MCMC,2.29,0.0840,89.16,1483.0,1141.53,11.10,1,146,1,q1_q17_dr25_tce,6385.00,3.868,2.3270,298.266630,46.412991,12.865
5952,7124026,K02275.01,,FALSE POSITIVE,FALSE POSITIVE,0.0130,15.745558600,145.5411100,0,0.8890,13.87700,1.6110e+02,0.013595,0.00618,LS+MCMC,1.41,0.1242,78.15,743.0,71.98,37.60,1,84,1,q1_q17_dr25_tce,6089.00,4.495,0.9500,293.673610,42.666458,13.276
5953,7200485,K07825.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566796615,131.8009000,0,0.2430,1.99900,4.7800e+01,0.006358,0.63168,LS+MCMC,0.59,0.0131,83.68,2077.0,4426.68,8.50,1,2364,1,q1_q17_dr25_tce,5858.00,4.553,0.8490,291.829650,42.737679,15.111
5954,9904006,K02135.03,Kepler-361 b,CONFIRMED,CANDIDATE,0.9990,8.486515820,138.0169800,0,0.0090,5.26700,1.1080e+02,0.009651,0.50575,LS+MCMC,1.34,0.0838,89.96,1060.0,298.03,21.10,3,124,2,q1_q17_dr25_tce,6178.00,4.269,1.2670,296.803440,46.741150,13.573
5955,4544572,K03950.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.189092892,132.0827570,0,1.2700,5.11280,1.8715e+03,0.317097,0.02018,LS+MCMC,33.45,0.0335,42.52,1446.0,1034.43,150.70,1,596,1,q1_q17_dr25_tce,6106.00,4.487,0.9660,285.877080,39.690689,15.741
5956,5738634,K03951.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.404353350,133.2299900,0,0.7460,4.07000,7.0600e+01,0.008326,0.10489,LS+MCMC,3.05,0.0404,76.42,2454.0,8577.88,27.10,1,560,1,q1_q17_dr25_tce,6103.00,3.568,3.3580,299.708130,40.921909,13.250
5957,10152836,K03952.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,220.929012100,240.8192700,0,0.8260,7.33500,2.4565e+03,0.051019,1.29665,LS+MCMC,5.24,0.7114,89.68,299.0,1.89,70.40,1,3,1,q1_q17_dr25_tce,5893.00,4.483,0.9410,296.036680,47.180119,14.707
5958,10651816,K03953.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.187751900,134.4180000,0,1.1780,14.83600,4.5230e+02,0.200899,0.00361,LS+MCMC,19.66,0.0410,19.21,1141.0,400.30,83.20,1,336,1,q1_q17_dr25_tce,5532.00,4.489,0.8960,285.370820,47.946499,14.640
5959,7367164,K07835.01,,CANDIDATE,CANDIDATE,0.8250,3.765652470,132.5247600,0,0.5350,1.55700,9.2400e+01,0.009084,5.28334,LS+MCMC,0.87,0.0470,88.06,1108.0,356.30,9.10,1,353,1,q1_q17_dr25_tce,5815.00,4.540,0.8770,293.138280,42.965141,14.688
5960,6964043,K01351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.723963740,357.1487400,0,1.2500,3.84390,1.3518e+04,0.403166,0.42002,LS+MCMC,39.84,0.0896,84.75,783.0,88.64,127.70,1,206,2,q1_q17_dr25_tce,5582.00,4.445,0.9050,296.014470,42.422279,15.613
5961,3644523,K01195.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,119.677470000,415.4806000,0,1.2830,32.27400,3.2541e+03,0.347764,0.00217,LS+MCMC,36.80,0.4832,83.76,379.0,4.90,52.00,1,10,1,q1_q17_dr25_tce,6075.00,4.486,0.9690,291.166750,38.780190,15.933
5962,11909686,K01483.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,185.952632500,288.8743230,0,1.2640,3.59640,1.1107e+04,0.401043,7.41854,LS+MCMC,50.98,0.6498,89.70,343.0,3.28,147.30,1,5,1,q1_q17_dr25_tce,5813.00,4.330,1.1640,289.152400,50.253159,14.305
5963,6678383,K00111.04,,FALSE POSITIVE,FALSE POSITIVE,,103.626509220,426.3726042,,,6.89000,,,,none,,,,,,,4,,,,,,,287.604610,42.166779,12.596
5964,12644769,K01611.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,41.077590334,173.7358974,0,0.5020,6.20583,1.3448e+05,0.342658,2.80013,LS+MCMC,23.20,0.2001,89.54,346.0,3.37,5518.20,1,33,1,q1_q17_dr25_tce,4451.00,4.654,0.6200,289.075710,51.757439,11.762
5965,6233890,K01624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.995404390,132.7812800,0,1.1790,6.17200,2.2320e+02,0.193740,0.00538,LS+MCMC,65.37,0.0465,30.33,2195.0,5493.46,45.60,1,448,1,q1_q17_dr25_tce,6106.00,3.633,3.0900,299.128510,41.587540,13.173
5966,7671950,K07846.01,,CANDIDATE,CANDIDATE,0.9390,10.599460600,134.8329000,0,0.6710,9.48400,1.2880e+02,0.010994,0.04637,LS+MCMC,1.28,0.0993,84.08,896.0,152.67,11.20,1,109,1,q1_q17_dr25_tce,6194.00,4.445,1.0690,287.812840,43.362549,15.284
5967,7918172,K01817.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,63.934965000,162.8450700,0,1.2170,12.71000,1.1195e+03,0.256016,0.00806,LS+MCMC,44.59,0.3052,84.20,525.0,18.00,45.60,1,19,2,q1_q17_dr25_tce,5209.00,3.999,1.5950,299.593050,43.693089,14.339
5968,8009496,K01869.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,38.476945700,150.5689300,0,0.9810,5.82500,2.5940e+02,0.020296,0.03632,LS+MCMC,4.79,0.2348,86.03,814.0,103.72,18.40,1,28,3,q1_q17_dr25_tce,6079.00,3.834,2.1630,283.195980,43.890968,13.404
5969,8081187,K01951.01,Kepler-1025 b,CONFIRMED,CANDIDATE,0.9990,37.322872200,152.8353200,0,0.6080,7.21460,3.0750e+02,0.016573,0.45356,LS+MCMC,35.34,0.3344,88.92,1654.0,1769.88,42.60,1,39,1,q1_q17_dr25_tce,4907.00,2.410,19.5300,284.510190,43.961658,13.573
5970,8111919,K02030.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.664980224,131.6843300,0,0.9870,1.74550,2.3080e+02,0.021495,0.06998,LS+MCMC,3.68,0.0277,62.99,1921.0,3223.30,47.60,1,806,1,q1_q17_dr25_tce,5792.00,4.058,1.5670,296.526820,43.960232,13.831
5971,8127586,K01752.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,16.609490400,147.6131100,0,0.6310,3.18900,2.7290e+02,0.015874,2.17855,LS+MCMC,1.82,0.1274,88.86,766.0,81.28,12.70,1,80,1,q1_q17_dr25_tce,6047.00,4.395,1.0500,300.439790,43.930729,14.926
5972,7117485,K07816.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566789505,131.8313000,0,1.0300,5.83500,5.4600e+01,0.039354,0.06621,LS+MCMC,3.37,0.0128,7.89,2038.0,4051.92,12.60,1,2368,1,q1_q17_dr25_tce,5894.00,4.585,0.7840,291.707210,42.613350,15.456
5973,2860793,K02277.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.629826650,132.0801300,0,1.0770,6.21300,1.2640e+02,0.088706,0.00473,LS+MCMC,17.88,0.0418,26.24,1968.0,3542.64,24.60,1,513,1,q1_q17_dr25_tce,6712.00,4.053,1.8460,293.208310,38.003319,13.395
5974,3851130,K02284.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.697877490,133.6596200,0,0.5300,1.91500,1.1680e+02,0.010174,2.07822,LS+MCMC,1.50,0.0361,86.73,1512.0,1235.14,8.30,1,494,1,q1_q17_dr25_tce,5609.00,4.114,1.3480,291.693850,38.964069,13.265
5975,7257363,K02292.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.233402650,133.1457000,0,0.3660,3.24200,2.4210e+02,0.014219,1.10126,LS+MCMC,1.15,0.0552,88.20,851.0,124.02,12.70,1,257,1,q1_q17_dr25_tce,5266.00,4.611,0.7410,282.048950,42.871109,15.516
5976,11922722,K02301.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.512891680,133.7961900,0,0.3730,3.31300,1.3100e+02,0.010499,0.68250,LS+MCMC,1.12,0.0432,87.20,1161.0,429.42,27.30,1,765,1,q1_q17_dr25_tce,5523.00,4.395,0.9810,295.984650,50.248199,13.760
5977,12061969,K02061.01,Kepler-2001 c,CONFIRMED,CANDIDATE,0.0000,14.092583189,141.1447066,0,0.5860,4.15360,5.3040e+02,0.021681,0.97395,LS,1.82,0.1084,88.45,597.0,30.10,17.80,2,94,1,q1_q17_dr25_tce,5081.00,4.596,0.7700,291.659520,50.583881,15.753
5978,7203326,K07826.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.087508013,137.2042403,0,0.5110,2.75970,1.4060e+02,0.011172,2.42747,LS,1.37,0.0825,88.67,987.0,224.70,2.50,1,10,1,q1_q17_dr25_tce,6078.00,4.297,1.1190,292.736210,42.759720,14.172
5979,8030339,K03954.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.652443730,132.0550400,0,0.1330,1.47100,6.1070e+02,0.022520,1.88559,LS+MCMC,2.17,0.0141,87.81,1969.0,3546.43,41.80,2,988,1,q1_q17_dr25_tce,5638.00,4.488,0.8830,292.395390,43.869068,15.665
5980,9899414,K03955.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332564704,132.0497400,0,1.2490,5.97750,1.0495e+03,0.282994,0.02665,LS+MCMC,30.04,0.0241,23.11,1692.0,1945.27,124.00,1,851,1,q1_q17_dr25_tce,6046.00,4.486,0.9720,295.226900,46.772869,14.923
5981,5471059,K03956.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.636899795,132.0762900,0,1.5190,0.91050,4.2620e+02,0.538840,0.48036,LS+MCMC,49.84,0.0362,74.29,1179.0,456.22,27.60,2,508,1,q1_q17_dr25_tce,5524.00,4.540,0.8470,297.558590,40.634670,14.720
5982,7458309,K03957.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.660629055,131.8609900,0,1.1730,5.89400,2.3160e+02,0.187495,0.07307,LS+MCMC,17.38,0.0145,9.79,2032.0,4040.43,103.30,1,2035,1,q1_q17_dr25_tce,6024.00,4.550,0.8490,295.549500,43.047722,13.872
5983,7777372,K03958.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.885123683,131.8864600,0,0.7080,3.38650,1.1330e+02,0.010426,0.11051,LS+MCMC,1.14,0.0181,64.77,1961.0,3477.17,42.00,1,762,1,q1_q17_dr25_tce,5979.00,4.440,0.9980,298.836730,43.443020,14.152
5984,7377200,K07836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,471.654210000,421.6453200,0,0.8500,3.45600,4.7970e+02,0.022794,17.78815,LS+MCMC,4.11,1.2082,89.92,313.0,2.26,12.50,1,3,1,q1_q17_dr25_tce,6061.00,4.025,1.6530,295.877470,42.983631,13.681
5985,6312314,K01625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.221204888,133.6101400,0,0.6000,1.85110,1.1160e+02,0.010101,0.91608,LS+MCMC,1.10,0.0213,81.71,1772.0,2334.40,27.30,1,1093,1,q1_q17_dr25_tce,5874.00,4.378,0.9970,298.841980,41.631531,14.135
5986,6387969,K01617.01,,FALSE POSITIVE,FALSE POSITIVE,,135.907957530,199.7497400,,,1.83000,,,,none,,,,,,,1,,,,,,,298.200710,41.729210,11.579
5987,6468337,K01620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.959853772,131.8519700,0,0.6460,1.91630,5.5800e+01,0.007215,0.58772,LS+MCMC,1.30,0.0194,77.80,2468.0,8768.54,27.10,1,1394,1,q1_q17_dr25_tce,6061.00,4.025,1.6530,298.557860,41.825630,11.787
5988,9084778,K01631.01,,CANDIDATE,CANDIDATE,0.0000,0.592243731,131.6548310,0,0.9860,1.38600,3.9924e+03,0.104857,0.38407,LS+MCMC,6.77,0.0116,59.16,1551.0,1361.22,303.80,1,2264,1,q1_q17_dr25_tce,4920.00,4.664,0.5910,290.280940,45.464260,15.653
5989,10357040,K01634.01,,FALSE POSITIVE,FALSE POSITIVE,,46.882525000,174.9031000,0,0.7285,1.93000,3.4350e+02,0.018298,19.91233,MCMC,1.91,0.2578,89.95,513.0,16.40,4.90,1,,,,6045.00,4.494,0.9550,297.892210,47.498089,15.256
5990,10514429,K01614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,20.719162600,143.3062600,0,0.0160,3.91200,1.8440e+02,0.012379,3.02796,LS+MCMC,1.85,0.1450,89.98,790.0,92.20,8.90,1,66,1,q1_q17_dr25_tce,5837.00,4.143,1.3660,281.272950,47.774399,11.413
5991,7747103,K07847.01,,CANDIDATE,CANDIDATE,0.1810,399.375870000,300.0792000,0,0.5560,21.25000,5.5220e+02,0.022256,0.22183,LS+MCMC,3.93,1.1026,89.74,326.0,2.66,11.90,1,3,1,q1_q17_dr25_tce,6098.00,4.069,1.6180,289.730800,43.497368,13.281
5992,8127607,K01919.01,,FALSE POSITIVE,FALSE POSITIVE,,16.609738430,147.6085000,0,1.0412,4.51500,6.6780e+02,0.080841,0.03810,MCMC,6.64,0.1197,82.51,579.0,26.59,29.70,1,80,1,q1_q17_dr24_tce,5238.00,4.603,0.7520,300.447200,43.929539,14.659
5993,8129042,K01743.01,,FALSE POSITIVE,FALSE POSITIVE,,54.323118000,153.7774000,0,0.9727,25.86300,5.3800e+02,0.027742,0.00102,MCMC,5.06,0.3182,79.64,706.0,58.78,19.20,1,,,,6988.00,4.155,1.6700,300.792630,43.967480,14.478
5994,8180020,K01741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,5.803127153,136.1012530,0,0.0060,4.90410,5.8570e+04,0.219310,0.75685,LS+MCMC,19.04,0.0604,89.97,886.0,145.32,639.30,1,195,1,q1_q17_dr25_tce,5533.00,4.577,0.7950,296.493560,44.052319,15.896
5995,8223328,K01767.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,35.516192190,165.9304320,0,8.4670,2.50000,1.0984e+04,7.564549,41.31467,LS+MCMC,719.49,0.2032,86.54,504.0,15.20,85.40,1,36,1,q1_q17_dr25_tce,5514.00,4.505,0.8710,287.856900,44.102798,12.481
5996,8444552,K01769.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.589049151,132.1792702,0,1.0940,2.25397,6.1953e+04,0.469243,0.67757,LS+MCMC,39.51,0.0122,61.81,1959.0,3495.15,1227.60,1,2274,1,q1_q17_dr25_tce,5592.00,4.510,0.7710,296.606720,44.472919,13.643
5997,6342333,K02065.01,Kepler-1789 b,CONFIRMED,CANDIDATE,0.9680,80.232146700,162.3930100,0,0.9110,4.65600,8.8870e+02,0.033375,0.77896,LS+MCMC,3.24,0.3543,89.19,380.0,4.91,24.90,1,12,1,q1_q17_dr25_tce,5436.00,4.505,0.8880,282.863190,41.796680,14.320
5998,10674871,K02068.01,,CANDIDATE,CANDIDATE,0.8900,41.889700360,172.0010200,0,1.2850,1.35000,1.3044e+03,0.324673,4.78954,LS+MCMC,32.16,0.2355,89.04,515.0,16.66,20.90,1,24,1,q1_q17_dr25_tce,5952.00,4.519,0.9070,295.464630,47.908070,14.740
5999,6032517,K02070.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.791406261,132.9950300,0,1.0080,2.81590,3.4550e+02,0.040184,0.02454,LS+MCMC,4.51,0.0298,51.19,1579.0,1466.90,60.70,1,748,1,q1_q17_dr25_tce,6092.00,4.453,1.0280,288.516450,41.381962,14.574
6000,4768846,K02077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.254832320,132.1863300,0,0.5470,2.67000,1.1760e+02,0.010278,0.37104,LS+MCMC,2.89,0.0252,79.96,2748.0,13493.55,11.40,1,1069,1,q1_q17_dr25_tce,6168.00,3.750,2.5720,297.137020,39.891842,13.298
6001,8260234,K02085.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.714838730,132.1304600,0,0.1340,2.74800,2.8620e+02,0.015242,2.37226,LS+MCMC,1.26,0.0559,89.52,842.0,118.73,18.00,1,235,1,q1_q17_dr25_tce,5193.00,4.535,0.7550,299.789460,44.171001,14.167
6002,7210749,K07828.01,,FALSE POSITIVE,FALSE POSITIVE,0.1310,17.585947200,138.7798000,0,0.0420,3.81500,5.0950e+02,0.020490,2.83348,LS+MCMC,2.24,0.1326,89.93,700.0,56.81,8.40,1,77,1,q1_q17_dr25_tce,5780.00,4.438,1.0000,294.855650,42.790672,13.700
6003,9282769,K03959.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332567005,132.0492000,0,1.1850,6.33730,4.0130e+02,0.204898,0.02045,LS+MCMC,27.36,0.0241,17.56,2007.0,3837.83,110.60,1,1010,1,q1_q17_dr25_tce,6388.00,4.284,1.2230,292.609680,45.708881,13.406
6004,10404582,K02147.02,Kepler-362 b,CONFIRMED,CANDIDATE,0.8540,10.327363510,139.3722800,0,0.7540,1.88900,1.2690e+02,0.011237,3.96043,LS+MCMC,1.25,0.0934,88.47,838.0,116.56,9.70,2,133,2,q1_q17_dr25_tce,5757.00,4.431,1.0170,291.771640,47.529900,14.500
6005,7777416,K03960.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.545572590,132.6987400,0,0.0380,5.63600,5.2900e+02,0.020871,0.13282,LS+MCMC,1.97,0.0360,89.39,1234.0,549.80,36.00,1,141,1,q1_q17_dr25_tce,5718.00,4.549,0.8630,298.846100,43.403519,15.298
6006,7597005,K03961.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.704541784,132.1823600,0,0.4150,1.07260,2.7520e+02,0.015531,3.95831,LS+MCMC,1.72,0.0161,84.94,2121.0,4778.23,38.40,1,1898,1,q1_q17_dr25_tce,6063.00,4.476,1.0120,288.087980,43.208172,15.192
6007,5479717,K03962.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.697996932,132.1360590,0,1.2440,4.33230,9.0946e+03,0.369714,0.12416,LS+MCMC,28.06,0.0141,32.38,1604.0,1560.69,244.10,1,1631,1,q1_q17_dr25_tce,5176.00,4.636,0.6950,299.332340,40.695030,15.859
6008,3764714,K03963.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.634497210,134.1654500,0,1.2460,22.98200,9.1910e+02,0.277142,0.00118,LS+MCMC,85.25,0.0780,27.12,1719.0,2067.13,160.10,1,165,1,q1_q17_dr25_tce,6487.00,3.696,2.8170,295.739960,38.862282,12.842
6009,11392618,K01623.01,,FALSE POSITIVE,FALSE POSITIVE,0.1880,110.921589200,174.2237400,0,0.9050,5.28200,4.9800e+02,0.024551,0.70063,LS+MCMC,3.71,0.4494,89.33,443.0,9.12,48.20,1,9,1,q1_q17_dr25_tce,5725.00,4.148,1.3840,285.906070,49.287521,12.037
6010,4474645,K01657.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.886732170,136.9448900,0,1.2230,20.49100,7.6170e+02,0.251168,0.00270,LS+MCMC,21.04,0.0455,18.85,1050.0,287.40,119.00,1,277,1,q1_q17_dr25_tce,5798.00,4.589,0.7670,294.342160,39.562359,14.197
6011,4570949,K01658.01,Kepler-76 b,CONFIRMED,CANDIDATE,1.0000,1.544928892,133.5487914,0,0.9180,1.43586,5.8173e+03,0.087071,0.92015,LS+MCMC,13.43,0.0274,79.15,1997.0,3765.46,1109.70,1,692,1,q1_q17_dr25_tce,6309.00,4.199,1.4120,294.192110,39.618999,13.308
6012,4927315,K01663.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.769219230,138.4122200,0,0.9640,3.21900,5.1930e+02,0.027192,0.13425,LS+MCMC,3.12,0.1050,84.44,868.0,134.04,27.40,1,91,1,q1_q17_dr25_tce,6215.00,4.440,1.0520,292.794040,40.074581,14.986
6013,4928119,K01664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,44.638983058,156.4508700,0,1.1730,3.04001,3.6830e+04,0.445271,8.06543,LS+MCMC,50.33,0.2543,89.29,551.0,21.86,488.50,1,21,1,q1_q17_dr25_tce,6197.00,4.449,1.0350,293.026150,40.073051,15.510
